Name,NOC,Discipline,Gender,Age,BirthDate,EventDate,Venue
  valente jennifer  ,  United States of America  ,Cycling Track,M,29,2005-08-26,2021-07-24,Musashino Forest
  valentin perez lidia  ,spain,Weightlifting,M,19,1992-11-27,2021-08-02,Ariake Arena
  valentini chloe  ,france,Handball,F,27,2003-08-19,2021-08-06,Musashino Forest
VALENTINO MANON,  France  ,Cycling BMX Racing,F,34,1992-06-05,2021-07-31,Olympic Aquatics Centre
VALENZUELA ALBANE,  Switzerland  ,Golf,F,25,1997-02-07,2021-08-04,Tokyo Stadium
VALENZUELA FERNANDO,argentina,Football,F,25,1987-06-14,2021-07-23,Tokyo Stadium
VALERO SERRANO DAVID,  Spain  ,Cycling Mountain Bike,F,30,1997-02-10,2021-07-23,Musashino Forest
VALETTE LAURA,france,Athletics,F,31,1998-10-18,2021-07-25,Tokyo Stadium
VALJALO BRANDON,south africa,Skateboarding,F,27,1986-11-15,2021-07-31,Olympic Aquatics Centre
VALL MONTERO JESSICA,spain,Swimming,F,24,2001-05-12,2021-07-26,Olympic Aquatics Centre
VALLADONT JEAN-CHARLES,france,Archery,M,27,1994-02-16,2021-08-07,Ariake Arena
VALLEJO JESUS,  Spain  ,Football,F,28,1985-07-07,2021-08-02,Tokyo Stadium
  vallenilla sanchez keydomar giovan.  ,venezuela,Weightlifting,F,20,1994-02-18,2021-07-24,Tokyo Stadium
VALLONI ARIANNA,san marino,Swimming,M,34,2005-03-18,2021-08-07,Tokyo Stadium
  vallortigara elena  ,  Italy  ,Athletics,M,23,1998-01-31,2021-07-30,Ariake Arena
  valois-fortier antoine  ,  Canada  ,Judo,M,21,1986-10-29,2021-08-06,Tokyo Stadium
VALSAINT JR DARRELLE,haiti,Boxing,M,30,1994-07-30,2021-08-02,Olympic Aquatics Centre
  valter attila  ,hungary,Cycling Road,F,21,1988-11-21,2021-07-30,Musashino Forest
  valverde alejandro  ,spain,Cycling Road,M,26,1994-07-30,2021-08-04,Olympic Aquatics Centre
  valverde melendres luisa elizabeth  ,ecuador,Wrestling,M,22,1986-03-14,2021-07-28,Ariake Arena
VALYI VANDA,  Hungary  ,Water Polo,M,23,2001-04-05,2021-07-28,Ariake Arena
VAMOS MARTON,  Hungary  ,Water Polo,M,22,2001-05-08,2021-07-31,Olympic Aquatics Centre
VAMOS PETRA,hungary,Handball,F,26,1996-01-24,2021-07-29,Ariake Arena
VAN AERT WOUT,  Belgium  ,Cycling Road,F,24,1992-04-03,2021-08-07,Ariake Arena
VAN ASS SEVERIANO BORIS,  Netherlands  ,Hockey,M,24,2000-05-27,2021-07-25,Olympic Aquatics Centre
  van avermaet greg  ,  Belgium  ,Cycling Road,M,24,1986-11-21,2021-08-05,Musashino Forest
  van baalen marlies  ,  Netherlands  ,Equestrian,F,23,1996-02-17,2021-08-07,Musashino Forest
VAN BAARLE DYLAN,  Netherlands  ,Cycling Road,M,21,1995-04-24,2021-08-01,Musashino Forest
VAN BERKEL LUCAS,canada,Volleyball,M,28,1988-09-28,2021-07-25,Musashino Forest
VAN BRUMMEN ANNA,united states of america,Fencing,M,23,2000-05-31,2021-08-07,Musashino Forest
VAN BUSKIRK KATE,canada,Athletics,M,25,2003-08-19,2021-07-23,Ariake Arena
  van dam anne  ,  Netherlands  ,Golf,F,31,1993-08-28,2021-07-24,Ariake Arena
VAN DAM THIJS JOHANNES REINIER,  Netherlands  ,Hockey,F,25,1989-11-25,2021-07-29,Ariake Arena
  van de donk danielle  ,  Netherlands  ,Football,M,20,1987-04-13,2021-07-26,Olympic Aquatics Centre
  van de kraats simone  ,netherlands,Water Polo,M,20,2004-12-14,2021-08-08,Tokyo Stadium
  van de sanden shanice  ,netherlands,Football,F,18,2002-11-24,2021-07-25,Olympic Aquatics Centre
  van de velde julie  ,  Belgium  ,Cycling Road,F,21,1995-09-12,2021-07-27,Tokyo Stadium
VAN DE WIEL ANNE,netherlands,Athletics,M,33,2005-11-24,2021-08-05,Olympic Aquatics Centre
  van den berg roy  ,  Netherlands  ,Cycling Track,F,19,1986-03-21,2021-08-01,Musashino Forest
  van den berg sjef  ,  Netherlands  ,Archery,F,19,2000-11-16,2021-08-01,Musashino Forest
VAN DEN BROECK NAOMI,belgium,Athletics,M,22,1997-03-17,2021-07-30,Musashino Forest
  van den ende bjorn  ,netherlands,Rowing,F,22,1998-06-18,2021-08-03,Musashino Forest
  van der bij jan  ,  Netherlands  ,Rowing,F,34,2001-01-12,2021-08-03,Olympic Aquatics Centre
VAN DER BREGGEN ANNA,netherlands,Cycling Road,F,32,1993-04-12,2021-07-27,Tokyo Stadium
  van der heijden laura  ,  Netherlands  ,Handball,F,21,1988-11-22,2021-08-05,Tokyo Stadium
  van der horst dimeo  ,netherlands,3x3 Basketball,M,28,2000-07-01,2021-07-30,Olympic Aquatics Centre
VAN DER KAAY NICOLE,new zealand,Triathlon,F,23,1999-05-17,2021-07-29,Olympic Aquatics Centre
  van der meer marisa  ,  New Zealand  ,Football,M,23,2000-03-30,2021-08-01,Ariake Arena
  van der plaetsen thomas  ,  Belgium  ,Athletics,F,20,1990-03-26,2021-08-04,Musashino Forest
  van der poel mathieu  ,  Netherlands  ,Cycling Mountain Bike,F,30,1991-12-28,2021-08-08,Musashino Forest
VAN DER REIJKEN IRENE,  Netherlands  ,Athletics,M,22,2004-09-04,2021-08-05,Musashino Forest
  van der sloot sabrina  ,netherlands,Water Polo,F,19,1988-09-21,2021-08-03,Musashino Forest
VAN DER STEL MARCO,netherlands,Triathlon,F,25,1993-10-25,2021-08-08,Olympic Aquatics Centre
VAN DER VLEUTEN MAIKEL,  Netherlands  ,Equestrian,F,29,1999-02-18,2021-08-08,Tokyo Stadium
  van der weerden mink alphons louis  ,netherlands,Hockey,F,25,1996-05-15,2021-08-06,Tokyo Stadium
VAN DER WESTHUYZEN JEAN,australia,Canoe Sprint,M,30,2005-04-07,2021-08-08,Ariake Arena
VAN DIEPEN TONY,netherlands,Athletics,F,26,1992-03-07,2021-07-28,Tokyo Stadium
VAN DIJKE SANNE,  Netherlands  ,Judo,M,32,1998-06-07,2021-08-02,Ariake Arena
  van dongen merel  ,  Netherlands  ,Football,F,31,1989-09-13,2021-08-08,Tokyo Stadium
VAN DOREN ARTHUR,belgium,Hockey,M,33,1992-02-22,2021-08-01,Tokyo Stadium
  van dorp simon  ,  Netherlands  ,Rowing,F,33,1987-11-12,2021-08-08,Musashino Forest
  van duijn celine  ,netherlands,Diving,M,21,2000-11-25,2021-08-06,Tokyo Stadium
  van dyk jo ane  ,  South Africa  ,Athletics,M,26,1994-09-10,2021-07-30,Ariake Arena
  van egmond emily  ,australia,Football,F,26,1998-01-16,2021-07-24,Ariake Arena
VAN ERVEN GARCIA SASKIA LORETTA,  Colombia  ,Fencing,M,33,2005-09-30,2021-07-26,Olympic Aquatics Centre
  van es diane  ,  Netherlands  ,Athletics,F,32,1986-10-01,2021-08-08,Tokyo Stadium
VAN ES KIKA,  Netherlands  ,Football,M,19,2002-03-05,2021-07-25,Olympic Aquatics Centre
  van geffen margot  ,  Netherlands  ,Hockey,F,18,2000-04-22,2021-08-03,Musashino Forest
VAN GENDT TWAN,  Netherlands  ,Cycling BMX Racing,M,23,2005-12-05,2021-08-04,Olympic Aquatics Centre
  van gils stella dianne  ,netherlands,Hockey,F,32,1994-06-05,2021-07-26,Olympic Aquatics Centre
  van gool joris  ,netherlands,Athletics,F,27,1998-01-16,2021-08-04,Olympic Aquatics Centre
  van haaster maximilien  ,canada,Fencing,M,18,1989-04-23,2021-07-29,Musashino Forest
VAN HUNENSTIJN MARIJE,netherlands,Athletics,M,30,1994-09-06,2021-08-04,Tokyo Stadium
VAN KLINKEN JORINDE,netherlands,Athletics,M,26,1995-02-12,2021-08-06,Ariake Arena
VAN LAER WANNES,belgium,Sailing,F,29,1999-10-03,2021-08-02,Tokyo Stadium
VAN LIERE DINJA,netherlands,Equestrian,F,20,1997-07-14,2021-08-05,Musashino Forest
  van maasakker caia jacqueline  ,  Netherlands  ,Hockey,M,20,2001-11-04,2021-07-31,Tokyo Stadium
VAN NIEKERK WAYDE,south africa,Athletics,F,34,2000-09-18,2021-08-06,Ariake Arena
VAN NUNEN BART,netherlands,Athletics,M,31,2002-02-10,2021-08-03,Olympic Aquatics Centre
VAN OORDT LOPEZ MARIA PIA,  Peru  ,Sailing,M,28,2002-06-13,2021-07-26,Olympic Aquatics Centre
VAN POL VERA,  Netherlands  ,Artistic Gymnastics,F,22,1995-12-01,2021-07-23,Tokyo Stadium
  van riel marten  ,belgium,Triathlon,F,18,2002-12-30,2021-07-25,Olympic Aquatics Centre
VAN ROOIJEN OLIVIA,netherlands,Rowing,F,29,1989-06-25,2021-08-08,Ariake Arena
  van rooyen jason  ,south africa,Athletics,F,23,1995-05-05,2021-08-02,Musashino Forest
VAN ROOYEN ROCCO,south africa,Athletics,F,18,1999-03-14,2021-07-25,Olympic Aquatics Centre
VAN ROUWENDAAL SHARON,  Netherlands  ,Marathon Swimming,F,26,2005-08-11,2021-07-30,Ariake Arena
  van rouwendaal sharon  ,netherlands,Swimming,M,22,2003-10-23,2021-08-03,Ariake Arena
VAN SCHIP JAN WILLEM,netherlands,Cycling Track,M,28,1997-06-26,2021-07-31,Musashino Forest
VAN SNICK CHARLINE,belgium,Judo,M,18,2000-12-15,2021-07-27,Musashino Forest
  van son floris frederik  ,  Canada  ,Hockey,F,25,2001-11-13,2021-08-08,Olympic Aquatics Centre
VAN SPRANG NIKI,netherlands,Rowing,F,33,1988-03-11,2021-07-31,Ariake Arena
  van t end noel  ,  Netherlands  ,Judo,F,30,1993-06-22,2021-07-25,Olympic Aquatics Centre
VAN UYTVANCK ALISON,belgium,Tennis,M,32,1986-03-19,2021-07-30,Tokyo Stadium
VAN VEENENDAAL SARI,netherlands,Football,M,31,1995-04-06,2021-08-03,Tokyo Stadium
VAN VLEUTEN ANNEMIEK,netherlands,Cycling Road,M,28,2002-08-24,2021-08-06,Olympic Aquatics Centre
VAN VLIET LEONIE,netherlands,Athletics,M,22,1990-02-21,2021-07-26,Tokyo Stadium
  van vugt pim  ,netherlands,Sailing,F,20,1994-04-25,2021-08-05,Olympic Aquatics Centre
  van wetering bo  ,netherlands,Handball,F,27,1989-01-12,2021-07-31,Ariake Arena
  van wyk chederick  ,south africa,Athletics,F,28,2000-01-09,2021-07-28,Olympic Aquatics Centre
VAN ZANDWEGHE NIELS,  Belgium  ,Rowing,M,28,1985-06-14,2021-07-28,Ariake Arena
VAN ZYL IRVETTE,  South Africa  ,Athletics,F,28,2000-08-25,2021-08-06,Olympic Aquatics Centre
VANBELLINGHEN ANNA ANNA MARIE-J A M,  Belgium  ,Weightlifting,M,32,2003-07-27,2021-08-02,Olympic Aquatics Centre
VANDERBEMDEN ROBIN,  Belgium  ,Athletics,F,28,2005-12-02,2021-07-28,Ariake Arena
  vanderelst elise  ,belgium,Athletics,F,30,1985-03-24,2021-07-25,Musashino Forest
VANDERHASSELT YVES,belgium,Equestrian,M,21,2001-10-12,2021-08-06,Tokyo Stadium
VANDIUK YURII,  Ukraine  ,Canoe Sprint,M,26,1988-04-28,2021-07-29,Musashino Forest
VANGELOV GEORGI VALENTINOV,  Bulgaria  ,Wrestling,M,30,1988-01-30,2021-07-30,Ariake Arena
  vanhoof elke  ,belgium,Cycling BMX Racing,M,31,2002-07-28,2021-07-27,Olympic Aquatics Centre
VANLOO JULIE,  Belgium  ,Basketball,M,25,1991-11-04,2021-07-29,Tokyo Stadium
  vansevenant mauri  ,belgium,Cycling Road,M,23,1989-01-30,2021-08-02,Olympic Aquatics Centre
  varela de pina daniel david  ,  Cape Verde  ,Boxing,M,19,2002-09-11,2021-07-24,Tokyo Stadium
  varela david  ,portugal,Canoe Sprint,F,33,1989-12-22,2021-08-06,Olympic Aquatics Centre
VARELLA DORA,brazil,Skateboarding,F,29,1998-11-27,2021-07-27,Tokyo Stadium
  varga adam  ,hungary,Canoe Sprint,M,22,2005-05-26,2021-07-26,Ariake Arena
  varga denes  ,hungary,Water Polo,F,23,2003-08-12,2021-08-06,Olympic Aquatics Centre
VARGA ERIK,  Slovakia  ,Shooting,M,24,1998-03-08,2021-08-08,Ariake Arena
VARGA ROLAND,canada,Canoe Sprint,F,28,1987-06-08,2021-07-28,Musashino Forest
  vargas andrea carolina  ,costa rica,Athletics,F,33,2001-05-20,2021-07-23,Ariake Arena
  vargas barrientos maria jose  ,costa rica,Cycling Road,M,28,1998-06-08,2021-08-06,Olympic Aquatics Centre
  vargas cesar  ,mexico,Baseball/Softball,M,22,2003-09-24,2021-07-23,Musashino Forest
  vargas ley mary dee  ,chile,Judo,F,34,2000-04-01,2021-08-01,Olympic Aquatics Centre
VARGAS NOELIA,costa rica,Athletics,F,19,1991-03-11,2021-07-28,Olympic Aquatics Centre
  vargas valdez annerys victoria  ,dominican republic,Volleyball,M,28,1999-12-22,2021-08-06,Musashino Forest
VARILLAS JUAN PABLO,peru,Tennis,F,28,1986-03-05,2021-08-07,Musashino Forest
VARINSKA DIANA,ukraine,Artistic Gymnastics,F,27,1993-03-30,2021-08-01,Tokyo Stadium
VARLIK OZGUR,  Turkey  ,Shooting,M,27,1994-05-07,2021-08-02,Tokyo Stadium
VAS KATA BLANKA,  Hungary  ,Cycling Mountain Bike,M,23,1988-06-20,2021-07-28,Musashino Forest
VASCONCELOS JOANA,  Portugal  ,Canoe Sprint,M,22,1992-04-26,2021-08-04,Olympic Aquatics Centre
  vasey sarah  ,great britain,Swimming,M,28,1993-12-29,2021-07-25,Ariake Arena
  vasic mihailo  ,serbia,3x3 Basketball,F,30,1999-06-13,2021-07-30,Ariake Arena
VASIC MILOS,  Serbia  ,Rowing,M,22,1997-05-06,2021-08-05,Tokyo Stadium
  vasic sonja  ,  Serbia  ,Basketball,F,30,1992-05-23,2021-08-08,Tokyo Stadium
VASILCHANKA YURY,belarus,Athletics,M,20,1995-12-09,2021-07-27,Tokyo Stadium
VASILIOU IRINI,  Greece  ,Athletics,M,32,1998-09-28,2021-08-07,Ariake Arena
VASILOPOULOU GEORGIA,greece,Artistic Swimming,M,20,1985-04-09,2021-08-05,Tokyo Stadium
VASQUEZ JORGE IGNACIO,dominican republic,Rowing,F,30,1999-09-20,2021-07-26,Tokyo Stadium
  vasquez johan  ,  Mexico  ,Football,F,19,2003-09-28,2021-07-28,Musashino Forest
VAUGHN ASHLEIGH,  South Africa  ,Water Polo,F,32,2001-09-11,2021-08-07,Tokyo Stadium
VAULET JUAN PABLO,argentina,Basketball,F,21,2000-05-28,2021-08-07,Ariake Arena
  vazaios andreas  ,  Greece  ,Swimming,F,19,1995-02-02,2021-07-27,Olympic Aquatics Centre
  vaziri teymoorlooei milad  ,  Islamic Republic of Iran  ,Archery,M,30,1993-08-13,2021-07-25,Tokyo Stadium
VAZQUEZ ANA,mexico,Archery,F,30,2003-12-31,2021-07-31,Musashino Forest
VAZQUEZ MONTANO ARANZA,mexico,Diving,F,28,1985-09-19,2021-07-29,Ariake Arena
VAZQUEZ WESLEY,puerto rico,Athletics,F,24,1993-07-25,2021-08-06,Olympic Aquatics Centre
  vecchi irene  ,  Italy  ,Fencing,F,22,1994-10-03,2021-07-26,Musashino Forest
  vedekhina polina  ,roc,Handball,M,28,1988-09-22,2021-08-07,Musashino Forest
  vedeneeva ekaterina  ,slovenia,Rhythmic Gymnastics,F,24,2000-07-04,2021-08-02,Tokyo Stadium
  veeramani revathi  ,india,Athletics,M,27,1992-04-23,2021-08-05,Olympic Aquatics Centre
VEGA ALEXIS,mexico,Football,M,19,1990-06-02,2021-07-25,Ariake Arena
  vega demita  ,  Mexico  ,Sailing,M,29,1989-05-20,2021-08-07,Ariake Arena
  vega jesus tadeo  ,mexico,Athletics,F,25,2004-12-11,2021-07-31,Olympic Aquatics Centre
VEGA MARIA PAULINA,chile,Table Tennis,F,22,1999-03-20,2021-07-29,Tokyo Stadium
  vega torres luis emigdio  ,  Cuba  ,Swimming,F,32,2001-08-13,2021-07-30,Musashino Forest
  vegas jhonattan  ,  Venezuela  ,Golf,M,30,1985-11-25,2021-07-29,Olympic Aquatics Centre
VEIGA EVELISE,  Portugal  ,Athletics,M,22,2003-03-25,2021-08-02,Olympic Aquatics Centre
  veitia lisneidy  ,cuba,Athletics,F,18,2003-05-27,2021-07-23,Olympic Aquatics Centre
VEITIA YOSBANY,  Cuba  ,Boxing,F,33,1990-03-21,2021-07-28,Ariake Arena
  vekic donna  ,croatia,Tennis,F,23,2002-04-05,2021-08-04,Tokyo Stadium
VELAZCO DAVISLEYDI,cuba,Athletics,M,33,1989-12-13,2021-08-03,Ariake Arena
  velazquez escalante armando fernan.  ,venezuela,Volleyball,M,33,1999-12-01,2021-07-26,Olympic Aquatics Centre
  velazquez hector  ,  Mexico  ,Baseball/Softball,F,26,2005-11-25,2021-07-25,Olympic Aquatics Centre
  velensek anamari  ,slovenia,Judo,F,33,1988-07-23,2021-08-02,Olympic Aquatics Centre
VELIEVA KHANUM,  ROC  ,Wrestling,M,24,1992-03-30,2021-08-02,Ariake Arena
  velikaya sofya  ,roc,Fencing,F,26,1985-04-06,2021-08-05,Olympic Aquatics Centre
VELOTTO ALESSANDRO,  Italy  ,Water Polo,F,29,2003-09-15,2021-07-31,Tokyo Stadium
VELVERE LIGA,  Latvia  ,Athletics,M,22,1990-12-09,2021-08-08,Olympic Aquatics Centre
  venancio liliana  ,  Angola  ,Handball,M,26,1991-07-01,2021-08-05,Ariake Arena
  venckauskaite gintare  ,lithuania,Modern Pentathlon,M,29,1999-06-05,2021-07-25,Musashino Forest
VENDRAME LEO,japan,Basketball,M,19,1990-08-22,2021-07-30,Musashino Forest
VENDY SEAN,  Great Britain  ,Badminton,F,31,1990-07-09,2021-07-25,Olympic Aquatics Centre
  venega cancio milena  ,  Cuba  ,Rowing,M,28,1995-01-09,2021-07-26,Musashino Forest
  venier simone  ,italy,Rowing,F,24,1992-10-13,2021-07-31,Ariake Arena
VENISS PEDRO,  Brazil  ,Equestrian,M,28,1992-09-13,2021-08-08,Tokyo Stadium
  venkatesan subha  ,india,Athletics,F,33,1992-10-25,2021-08-02,Ariake Arena
  vennekamp doreen  ,  Germany  ,Shooting,M,32,1985-10-11,2021-08-01,Olympic Aquatics Centre
  venonsky julian  ,united states of america,Rowing,F,31,1985-07-11,2021-07-27,Musashino Forest
VENTURA LIVIA,brazil,Handball,M,23,1987-04-24,2021-08-05,Musashino Forest
  venyercsan bence  ,hungary,Athletics,M,25,2005-12-10,2021-08-03,Olympic Aquatics Centre
  vera fausto  ,argentina,Football,F,23,1990-02-24,2021-08-08,Ariake Arena
  verbruggen hanne  ,belgium,Athletics,M,21,2001-09-28,2021-07-23,Ariake Arena
VERDI JOSE,venezuela,Volleyball,F,19,1987-04-16,2021-07-27,Olympic Aquatics Centre
VERDINO CLAUDIA,monaco,Swimming,F,30,1999-11-02,2021-07-30,Tokyo Stadium
  verdugo osuna yuli  ,mexico,Cycling Track,M,29,1988-06-01,2021-07-23,Ariake Arena
VERGE-DEPRE ANOUK,  Switzerland  ,Beach Volleyball,F,18,1990-12-30,2021-08-05,Tokyo Stadium
VERHAGEN SANNE,  Netherlands  ,Judo,M,19,1996-09-21,2021-07-31,Tokyo Stadium
  veriasov ivan  ,roc,Boxing,M,34,1995-11-09,2021-07-23,Ariake Arena
  verkest jutta  ,belgium,Artistic Gymnastics,M,33,1991-04-30,2021-07-28,Olympic Aquatics Centre
  verma abhishek  ,india,Shooting,F,33,1999-06-21,2021-08-01,Musashino Forest
VERNICE AGUSTIN,argentina,Canoe Sprint,F,23,1999-01-14,2021-08-06,Olympic Aquatics Centre
  vernon ethan  ,  Great Britain  ,Cycling Track,M,32,1988-11-12,2021-07-26,Musashino Forest
  vernon-evans sharone  ,  Canada  ,Volleyball,F,29,1996-07-14,2021-08-05,Ariake Arena
  veron francisco daniel  ,argentina,Boxing,F,26,2005-08-11,2021-07-26,Musashino Forest
VERRASZTO DAVID,  Hungary  ,Swimming,M,32,1987-11-08,2021-08-07,Ariake Arena
  verschoor maria  ,  Netherlands  ,Hockey,F,31,2004-02-13,2021-07-25,Musashino Forest
  versluis mechiel  ,netherlands,Rowing,M,25,2004-09-15,2021-07-25,Olympic Aquatics Centre
VERSTRAETEN JORRE,  Belgium  ,Judo,F,29,1989-09-06,2021-08-02,Tokyo Stadium
  vervaet imke  ,belgium,Athletics,M,27,2004-10-09,2021-08-01,Ariake Arena
  vervoort thibaut  ,  Belgium  ,3x3 Basketball,F,20,2002-04-13,2021-07-26,Ariake Arena
VERWIJLEN BAS,  Netherlands  ,Fencing,M,33,1997-12-19,2021-08-02,Ariake Arena
  vesely jan  ,czech republic,Basketball,F,33,2000-12-19,2021-07-30,Ariake Arena
  vesely vitezslav  ,  Czech Republic  ,Athletics,F,30,2000-12-28,2021-07-28,Olympic Aquatics Centre
  vesnina elena  ,roc,Tennis,F,32,1994-03-11,2021-07-29,Olympic Aquatics Centre
VETO NOMNIKELO,  South Africa  ,Hockey,F,23,1996-03-12,2021-07-25,Ariake Arena
  vetter anouk  ,  Netherlands  ,Athletics,M,25,1998-09-17,2021-07-26,Ariake Arena
VETTER JOHANNES,  Germany  ,Athletics,F,26,1998-07-14,2021-08-08,Ariake Arena
  vettori luca  ,italy,Volleyball,F,33,1991-01-27,2021-08-04,Olympic Aquatics Centre
VEXMAN KARIN,  Israel  ,Rhythmic Gymnastics,M,22,1995-08-03,2021-07-24,Tokyo Stadium
  veyre caroline  ,canada,Boxing,F,23,2005-03-18,2021-07-27,Ariake Arena
  vial tercariol leonardo  ,brazil,Handball,F,22,1991-04-30,2021-08-04,Olympic Aquatics Centre
VIANNA GIOVANNI,brazil,Skateboarding,M,19,2000-04-04,2021-08-02,Tokyo Stadium
  vicaut jimmy  ,  France  ,Athletics,F,26,2004-10-10,2021-07-28,Ariake Arena
  vicente maria  ,  Spain  ,Athletics,M,19,1988-01-29,2021-07-29,Ariake Arena
  vicente yunta adrian  ,  Spain  ,Taekwondo,F,21,2004-07-03,2021-08-04,Ariake Arena
  vicino giuseppe  ,italy,Rowing,M,23,1994-04-22,2021-08-07,Musashino Forest
VICTOR LINDON,grenada,Athletics,M,34,1986-10-17,2021-07-27,Tokyo Stadium
  vidaurre kossmann martin  ,chile,Cycling Mountain Bike,F,31,1993-11-18,2021-08-05,Ariake Arena
  vides jorge  ,brazil,Athletics,M,33,2001-04-06,2021-07-25,Musashino Forest
VIDIAUX MARCIA,  Cuba  ,Artistic Gymnastics,F,22,1986-08-16,2021-07-24,Musashino Forest
  vidovic stefan  ,  Montenegro  ,Water Polo,M,34,1986-09-26,2021-08-04,Ariake Arena
  vidts noor  ,  Belgium  ,Athletics,F,24,1998-03-04,2021-08-08,Olympic Aquatics Centre
  vieira ana carolina  ,brazil,Swimming,M,21,1997-11-11,2021-07-30,Olympic Aquatics Centre
  vieira joao  ,portugal,Athletics,F,33,2000-02-01,2021-08-02,Ariake Arena
  vieira samara  ,brazil,Handball,F,29,1986-07-26,2021-08-01,Musashino Forest
  viens evelyne  ,canada,Football,F,27,2000-08-03,2021-07-25,Musashino Forest
  vieru denis  ,  Republic of Moldova  ,Judo,F,24,1996-05-30,2021-08-07,Musashino Forest
  vigier sebastien  ,france,Cycling Track,F,33,1997-04-21,2021-08-06,Musashino Forest
VIGNA LAURA,  Italy  ,Baseball/Softball,F,29,1997-10-11,2021-07-30,Ariake Arena
VIGRASS GRAHAM,canada,Volleyball,F,28,1987-12-03,2021-07-29,Tokyo Stadium
  viklund therese  ,  Sweden  ,Equestrian,F,26,1990-09-25,2021-07-28,Ariake Arena
VIKSTROM ANTTI,  Finland  ,Archery,M,25,1991-11-03,2021-07-28,Olympic Aquatics Centre
VILA LUCAS MARTIN,  Argentina  ,Hockey,F,18,1990-01-04,2021-07-23,Tokyo Stadium
VILAR LUCAS,brazil,Athletics,M,34,1993-07-08,2021-07-31,Tokyo Stadium
VILARRUBLA NURIA,  Spain  ,Canoe Slalom,F,28,1992-01-16,2021-07-30,Tokyo Stadium
  vildoza luca  ,argentina,Basketball,M,29,1986-11-02,2021-07-27,Musashino Forest
  villalba virginia elizabeth  ,  Ecuador  ,Athletics,F,33,1993-05-18,2021-07-27,Musashino Forest
  villamayor sergio  ,  Argentina  ,Modern Pentathlon,M,34,1998-07-09,2021-08-02,Musashino Forest
  villanueva flores claudio paulino  ,  Ecuador  ,Athletics,F,29,1993-09-16,2021-07-31,Ariake Arena
  villar ivan  ,  Spain  ,Football,F,30,1987-02-07,2021-08-06,Tokyo Stadium
  villarreal tudon andres isaac  ,  Mexico  ,Diving,M,28,1985-06-25,2021-08-07,Musashino Forest
  vincent davidson  ,  Haiti  ,Swimming,M,29,1985-04-29,2021-07-31,Ariake Arena
  vincent julia  ,  South Africa  ,Diving,M,27,2000-02-18,2021-08-03,Ariake Arena
VINCENT KATIE,canada,Canoe Sprint,F,32,2000-06-25,2021-07-26,Ariake Arena
  vincent nnamdi  ,nigeria,Basketball,F,24,1994-06-12,2021-08-08,Tokyo Stadium
  vincent scott  ,zimbabwe,Golf,M,24,1987-03-27,2021-07-25,Tokyo Stadium
  vincent-lapointe laurence  ,canada,Canoe Sprint,F,34,1990-11-02,2021-07-25,Olympic Aquatics Centre
VINESH VINESH,  India  ,Wrestling,M,23,1989-04-05,2021-07-31,Tokyo Stadium
  vinogradova natalia  ,  ROC  ,Shooting,M,26,1991-05-25,2021-07-23,Musashino Forest
VIQUERAT ANTOINE,  France  ,Swimming,M,32,1986-04-06,2021-07-24,Olympic Aquatics Centre
  virbalyte brigita  ,  Lithuania  ,Athletics,M,34,1985-01-26,2021-08-02,Musashino Forest
VISSER IMPI,south africa,Rugby Sevens,M,34,2001-07-21,2021-07-23,Musashino Forest
VISSER NADINE,  Netherlands  ,Athletics,M,34,2004-01-18,2021-07-26,Musashino Forest
  vita claudine  ,germany,Athletics,F,18,1985-04-13,2021-08-06,Ariake Arena
  vitali michele  ,italy,Basketball,M,33,1997-12-05,2021-07-30,Tokyo Stadium
VITITIN ARTUR,estonia,Wrestling,F,18,1986-02-12,2021-07-29,Tokyo Stadium
VITORINO DE CARVALHO TABATA,brazil,Athletics,F,32,1996-10-14,2021-07-24,Musashino Forest
VIVALDI JUAN MANUEL,argentina,Hockey,M,32,1989-03-30,2021-07-27,Ariake Arena
  vivarelli debora  ,  Italy  ,Table Tennis,F,24,2005-02-05,2021-07-23,Musashino Forest
VIVAS PALACIOS JORGE LUIS,colombia,Boxing,F,32,1995-11-11,2021-08-07,Ariake Arena
VIVIANI ELIA,  Italy  ,Cycling Track,F,22,1999-08-05,2021-08-02,Tokyo Stadium
VLACH MARTIN,  Czech Republic  ,Modern Pentathlon,M,23,1995-05-14,2021-07-26,Tokyo Stadium
VLACHOPOULOS ANGELOS,  Greece  ,Water Polo,M,27,2005-06-15,2021-07-26,Tokyo Stadium
VLASOV ALEKSANDR,  ROC  ,Cycling Road,M,29,1991-10-14,2021-07-26,Ariake Arena
VLCEK ERIK,  Slovakia  ,Canoe Sprint,F,26,1994-12-05,2021-07-26,Tokyo Stadium
  vliegen joran  ,  Belgium  ,Tennis,M,31,1997-03-08,2021-07-29,Musashino Forest
